"X" "Y"
2.88936054451521 -0.441099188430304
6.44778483456144 0.499562411763144
-0.359103883453562 -0.325233299778747
-0.553141363115551 -0.614469817030299
-0.982079302951537 1.50624626570558
-0.811589654209243 -0.964130915275587
8.96061105567424 0.000696913637834445
0.342630102986559 0.133596780076623
-0.669895792240738 -0.0186809629066597
-1.15236585874302 -0.221080669718598
0.227914214247105 0.444297685647616
0.207160621215305 0.830259654726124
-0.439241918958257 -0.317106295551423
0.300840677759505 0.323822283993762
-1.74970746848112 -1.00560897922071
0.140798997649945 0.512372585008468
0.229598917241114 0.515644148925867
0.977231999265485 1.13423638014767
1.33618913762740 1.27349596765971
0.719325696015189 1.22410775842683
-0.0532957341673994 0.0512033185769764
-1.02547477637409 -0.854810656597111
0.375756484063118 0.468540833238468
0.532397579528181 -0.0216699427458161
0.54482785968581 1.06876714752631
-0.708991668198008 -0.603041932247841
10.6107123295115 1.53525018677299
-0.35194350708269 -0.455491861133782
-0.0325904926296108 -0.115012852826885
-0.828585334923977 -0.531636909253863
-0.0106930291382692 0.224298974555748
1.31196671148399 1.12902493095244
0.660188239135191 0.774367143093714
0.148842496982894 0.465284263176117
0.580449206091946 0.559298899956733
0.231768665229503 0.165280726284673
0.105611295667055 0.594543612255729
4.1730195375349 -0.141670996445482
0.0517072848115063 0.635655900691178
-0.507088975922958 0.0623551244234259
-0.60474089963728 -0.0338764360372377
-2.38497856989697 0.142448380871348
0.778846233702576 1.14765471063655
-0.419067279612691 -0.156303119468906
-5.53199980435677 -0.671438798192602
-7.45935939640587 -1.505223643662
-12.9064258284105 0.483300511951484
1.55654262499336 1.22094971461433
-1.66827356031415 -0.952462164716822
-1.19751602261308 -0.747827123350942
